MONTH,CLAC1_NM,CLAC2_NM,CLAC3_NM,PD_BRA_NM,PD_BUY_AM,PD_BUY_CT,PD_SALES,F_10,F_20,F_30,F_40,F_50,F_60,F_70,F_80,M_10,M_20,M_30,M_40,M_50,M_60,M_70,M_80,NOT_SIGNED,Desktop,Mobile,Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeonggi,Gyeongbu,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
2018-04,남성의류,남성의류상의,남성가디건,에피그램,192300,4,769200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,요지야마모토,301000,2,602000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,커스텀멜로우,129000,4,516000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,킨록,49000,2,98000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,타미힐피거,152310,58,8833980,0.0,3.0,13.0,14.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,23.0,6.0,0.0,2.0,2.0,5.0,1.0,2.0,9.0,1.0,1.0,7.0,0.0,0.0,0.0,22.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,톰브라운,1350000,1,1350000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,프레드페리,193533,3,580599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성가디건,헨리코튼,146980,10,1469800,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,갤럭시,84133,3,252399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,닥스,60794,305,18542170,0.0,15.0,53.0,82.0,21.0,5.0,0.0,0.0,0.0,0.0,5.0,19.0,7.0,1.0,0.0,0.0,93.0,88.0,213.0,35.0,13.0,9.0,18.0,4.0,3.0,12.0,53.0,15.0,6.0,5.0,5.0,15.0,4.0,102.0,2.0
2018-04,남성의류,남성의류상의,남성남방셔츠,라코스테,160947,38,6115986,0.0,2.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,33.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,14.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,마에스트로,42600,2,85200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,본,25556,9,230004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
2018-04,남성의류,남성의류상의,남성남방셔츠,빈폴,109432,414,45304848,0.0,19.0,117.0,77.0,3.0,1.0,0.0,0.0,0.0,20.0,69.0,23.0,4.0,0.0,1.0,0.0,79.0,69.0,344.0,50.0,2.0,11.0,20.0,8.0,4.0,18.0,63.0,22.0,26.0,4.0,1.0,21.0,10.0,143.0,10.0
2018-04,남성의류,남성의류상의,남성남방셔츠,시리즈,72696,27,1962792,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,9.5,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,11.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,써스데이아일랜드,83890,213,17868570,0.0,7.0,42.0,86.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,47.0,43.0,169.0,31.0,3.0,8.0,11.0,1.0,2.0,5.0,47.0,8.0,4.0,5.0,1.0,7.0,8.0,69.0,2.0
2018-04,남성의류,남성의류상의,남성남방셔츠,에피그램,150111,9,1350999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,커스텀멜로우,103586,43,4454198,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,3.0,0.0,0.0,0.0,15.0,11.0,16.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,5.0,0.0,1.0,0.0,12.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,타미힐피거,95519,167,15951673,0.0,8.0,36.0,43.0,4.0,0.0,0.0,0.0,0.0,2.0,20.0,16.0,1.0,0.0,0.0,0.0,36.0,34.0,132.0,18.0,1.0,2.0,7.0,9.0,4.0,3.0,19.0,9.0,4.0,3.0,0.0,5.0,9.0,70.0,3.0
2018-04,남성의류,남성의류상의,남성남방셔츠,헤지스,141548,4,566192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성남방셔츠,헨리코튼,95084,67,6370628,0.0,0.0,22.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,16.0,14.0,26.5,4.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,6.0,8.0,4.0,0.0,0.0,1.0,32.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,게스,126667,3,380001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,라코스테,208000,1,208000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,마에스트로,87800,2,175600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,빈폴,97703,9,879327,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,써스데이아일랜드,128883,38,4897554,0.0,1.0,5.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,34.0,4.0,3.0,1.0,6.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,킨록,59050,2,118100,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,타미힐피거,82800,2,165600,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,톰보이,149500,1,149500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,헤지스,139000,2,278000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성베스트,헨리코튼,102000,1,102000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,게스,49451,20,989020,0.0,1.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,17.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,라코스테,201667,3,605001,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,마에스트로,78000,1,78000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,본,24550,2,49100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,빈폴,152665,30,4579950,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,10.0,8.0,22.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,시리즈,159000,3,477000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,써스데이아일랜드,70256,64,4496384,0.0,2.0,7.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,13.0,51.0,10.0,1.0,3.0,4.0,0.0,0.0,0.0,12.0,4.0,2.0,5.0,3.0,2.0,0.0,18.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,에피그램,107400,1,107400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,킨록,39417,24,946008,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,5.0,4.0,20.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,타미힐피거,126582,11,1392402,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,톰브라운,1163000,1,1163000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,프레드페리,148600,5,743000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,헤지스,209000,4,836000,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-04,남성의류,남성의류상의,남성스웨터/풀오버,헨리코튼,109492,13,1423396,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,내셔널지오그래픽,95155,11,1046705,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,라코스테,198000,3,594000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,빈폴,175440,5,877200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,시리즈,143543,7,1004801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,써스데이아일랜드,78324,21,1644804,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,1.0
2018-04,남성의류,남성의류상의,남성스웨트셔츠/후드/집업,타미힐피거,182933,9,1646397,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,게스,36000,1,36000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,겐조,153667,6,922002,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,골든구스,68000,1,68000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,내셔널지오그래픽,84500,1,84500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,닐바렛,170000,1,170000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,닥스,71327,113,8059951,0.0,6.0,23.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,45.0,42.0,65.0,2.0,2.0,4.0,2.0,5.0,0.0,4.0,15.0,3.0,6.0,6.0,0.0,2.0,4.0,50.0,2.0
2018-04,남성의류,남성의류상의,남성정장셔츠,디스퀘어드2,170000,1,170000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,라코스테,165162,53,8753586,0.0,10.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,44.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,26.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,레노마,31072,1371,42599712,0.0,25.0,274.0,274.0,52.0,0.0,0.0,0.0,0.0,10.0,115.0,101.0,24.0,6.0,0.0,0.0,436.0,410.0,453.5,117.0,27.0,25.0,27.0,30.0,18.0,41.0,239.0,41.0,59.0,41.0,11.0,49.0,30.0,546.0,16.0
2018-04,남성의류,남성의류상의,남성정장셔츠,루이까또즈,35043,1097,38442171,0.0,48.0,215.0,181.0,28.0,0.0,0.0,0.0,0.0,39.0,79.0,106.0,9.0,0.0,3.0,0.0,347.0,319.0,368.0,98.0,24.0,23.0,40.0,23.0,21.0,32.0,155.0,39.0,28.0,38.0,4.0,39.0,23.0,453.0,15.0
2018-04,남성의류,남성의류상의,남성정장셔츠,마에스트로,55230,11,607530,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,몽클레어,320750,4,1283000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-04,남성의류,남성의류상의,남성정장셔츠,빈폴,104519,124,12960356,0.0,2.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,1.0,0.0,0.0,0.0,25.0,24.0,99.0,14.0,6.0,4.0,7.0,1.0,3.0,4.0,14.0,6.0,5.0,5.0,1.0,9.0,3.0,41.0,0.0
