LABEL,CLAC1_NM,CLAC2_NM,PD_BUY_AM,PD_BUY_CT,PD_SALES,BRA_SC,CLAC3_SC,F_10,F_20,F_30,F_40,F_50,F_60,F_70,F_80,M_10,M_20,M_30,M_40,M_50,M_60,M_70,M_80,NOT_SIGNED,Desktop,Mobile,Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeonggi,Gyeongbu,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
써스데이아일랜드_남성가디건,남성의류,남성의류상의,122614,484,59345176,1.0595077241181636,-0.0902972684966808,0.0,13.0,108.0,189.0,46.0,2.0,0.0,0.0,0.0,2.0,10.0,11.0,4.0,2.0,0.0,0.0,96.0,86.0,198.5,44.0,7.0,7.0,25.0,16.0,6.0,25.0,98.0,26.0,19.0,24.0,3.0,13.0,8.0,158.0,4.0
에피그램_남성가디건,남성의류,남성의류상의,221200,6,1327200,0.7792354871652065,-0.0902972684966808,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
요지야마모토_남성가디건,남성의류,남성의류상의,301000,2,602000,-0.2915774303488559,-0.0902972684966808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
커스텀멜로우_남성가디건,남성의류,남성의류상의,121480,10,1214800,-0.2915774303488559,-0.0902972684966808,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
킨록_남성가디건,남성의류,남성의류상의,46368,19,880992,-0.2915774303488559,-0.0902972684966808,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,14.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
타미힐피거_남성가디건,남성의류,남성의류상의,133259,240,31982160,-0.07529410260285922,-0.0902972684966808,0.0,17.0,67.0,58.0,7.0,0.0,1.0,0.0,0.0,10.0,19.0,13.0,5.0,0.0,1.0,0.0,42.0,39.0,100.5,18.0,2.0,6.0,10.0,10.0,5.0,2.0,56.0,9.0,4.0,18.0,3.0,6.0,1.0,82.0,8.0
톰브라운_남성가디건,남성의류,남성의류상의,995118,17,16917006,-0.08659704487207094,-0.0902972684966808,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,8.0,0.0
프레드페리_남성가디건,남성의류,남성의류상의,193785,53,10270605,-0.2576007180020664,-0.0902972684966808,2.0,3.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,14.0,12.0,41.0,6.0,0.0,1.0,2.0,2.0,0.0,1.0,11.0,0.0,4.0,1.0,1.0,1.0,0.0,23.0,0.0
플랙진_남성가디건,남성의류,남성의류상의,76800,10,768000,-0.2915774303488559,-0.0902972684966808,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
헨리코튼_남성가디건,남성의류,남성의류상의,154081,37,5700997,1.0532418888542106,-0.0902972684966808,0.0,4.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,6.0,4.0,33.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,0.0,2.0,0.0,17.0,0.0
갤럭시_남성남방셔츠,남성의류,남성의류상의,77398,17,1315766,-0.2915774303488559,0.8994069791803715,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0
라코스테_남성남방셔츠,남성의류,남성의류상의,129377,425,54985225,6.421080452318955,0.8994069791803715,0.0,27.0,110.0,68.0,25.0,2.0,0.0,0.0,0.0,18.0,63.0,31.0,3.0,0.0,0.0,0.0,78.0,74.0,175.5,57.0,15.0,11.0,9.0,19.0,8.0,8.0,58.0,14.0,8.0,8.0,14.0,21.0,12.0,159.0,4.0
마에스트로_남성남방셔츠,남성의류,남성의류상의,42600,2,85200,-0.2915774303488559,0.8994069791803715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
본_남성남방셔츠,남성의류,남성의류상의,27263,19,517997,1.3039194250127966,0.8994069791803715,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,14.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
빈폴_남성남방셔츠,남성의류,남성의류상의,109987,3066,337220142,2.176061917914477,0.8994069791803715,0.0,122.0,819.0,639.0,80.0,15.0,1.0,0.0,0.0,56.0,324.0,249.0,77.0,6.0,2.0,0.0,658.0,592.0,1228.0,347.0,45.0,108.0,125.0,73.0,46.0,136.0,465.0,107.0,156.0,120.0,23.0,160.0,80.0,994.0,63.0
슈퍼콤마비_남성남방셔츠,남성의류,남성의류상의,84167,3,252501,-0.2915774303488559,0.8994069791803715,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
시리즈_남성남방셔츠,남성의류,남성의류상의,112996,55,6214780,-0.2915774303488559,0.8994069791803715,0.0,0.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,5.0,2.0,0.0,0.0,0.0,14.0,14.0,20.5,5.0,0.0,0.0,6.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,0.0,1.0,1.0,23.0,1.0
써스데이아일랜드_남성남방셔츠,남성의류,남성의류상의,77106,995,76720470,1.0595077241181636,0.8994069791803715,0.0,40.0,225.0,374.0,107.0,5.0,0.0,0.0,0.0,0.0,7.0,28.0,15.0,0.0,0.0,0.0,190.0,180.0,405.5,139.0,14.0,20.0,44.0,13.0,18.0,45.0,209.0,36.0,48.0,38.0,6.0,48.0,28.0,269.0,16.0
에피그램_남성남방셔츠,남성의류,남성의류상의,161727,22,3557994,0.7792354871652065,0.8994069791803715,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,20.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0
커스텀멜로우_남성남방셔츠,남성의류,남성의류상의,91403,156,14258868,-0.2915774303488559,0.8994069791803715,0.0,11.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,14.0,40.0,6.0,3.0,0.0,0.0,0.0,50.0,43.0,56.5,18.0,0.0,8.0,5.0,4.0,0.0,5.0,22.0,8.0,3.0,8.0,0.0,7.0,2.0,64.0,2.0
킨록_남성남방셔츠,남성의류,남성의류상의,42333,9,380997,-0.2915774303488559,0.8994069791803715,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
타미힐피거_남성남방셔츠,남성의류,남성의류상의,84702,1014,85887828,-0.07529410260285922,0.8994069791803715,1.0,26.0,268.0,213.0,25.0,5.0,0.0,0.0,0.0,24.0,134.0,104.0,6.0,1.0,5.0,0.0,184.0,173.0,411.5,96.0,14.0,17.0,46.0,45.0,20.0,30.0,147.0,33.0,42.0,33.0,9.0,43.0,22.0,379.0,20.0
헨리코튼_남성남방셔츠,남성의류,남성의류상의,95989,319,30620491,1.0532418888542106,0.8994069791803715,0.0,3.0,62.0,34.0,10.0,1.0,0.0,0.0,0.0,4.0,53.0,44.0,16.0,2.0,0.0,0.0,90.0,81.0,119.0,44.0,3.0,3.0,23.0,4.0,2.0,6.0,49.0,14.0,28.0,7.0,3.0,9.0,7.0,116.0,1.0
닥스_남성남방셔츠,남성의류,남성의류상의,62982,1514,95354748,6.501338130984275,0.8994069791803715,0.0,80.0,316.0,365.0,102.0,18.0,0.0,0.0,0.0,3.0,47.0,83.0,36.0,7.0,1.0,0.0,444.0,417.0,542.5,163.0,36.0,48.0,76.0,42.0,17.0,46.0,223.0,66.0,107.0,55.0,14.0,78.0,41.0,470.0,20.0
레노마_남성남방셔츠,남성의류,남성의류상의,42402,4,169608,-0.2915774303488559,0.8994069791803715,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
루이까또즈_남성남방셔츠,남성의류,남성의류상의,53522,23,1231006,0.7810276653988831,0.8994069791803715,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,21.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0
버버리_남성남방셔츠,남성의류,남성의류상의,317000,2,634000,-0.09570728422659472,0.8994069791803715,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
샌프란시스코마켓_남성남방셔츠,남성의류,남성의류상의,143880,5,719400,-0.2915774303488559,0.8994069791803715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
캘빈클라인_남성남방셔츠,남성의류,남성의류상의,88300,1,88300,0.9100067955153325,0.8994069791803715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
헤지스_남성남방셔츠,남성의류,남성의류상의,151320,5,756600,7.29926475820538,0.8994069791803715,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
갤럭시_남성스웨터/풀오버,남성의류,남성의류상의,124483,7,871381,-0.2915774303488559,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
게스_남성스웨터/풀오버,남성의류,남성의류상의,42073,113,4754249,0.5511943840376634,-0.2761621363023375,1.0,8.0,18.0,52.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,17.0,17.0,96.0,5.0,2.0,3.0,2.0,2.0,1.0,0.0,16.0,3.0,4.0,10.0,1.0,5.0,0.0,57.0,2.0
라코스테_남성스웨터/풀오버,남성의류,남성의류상의,201119,37,7441403,6.421080452318955,-0.2761621363023375,0.0,8.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,32.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0
마에스트로_남성스웨터/풀오버,남성의류,남성의류상의,83917,3,251751,-0.2915774303488559,-0.2761621363023375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
본_남성스웨터/풀오버,남성의류,남성의류상의,28163,19,535097,1.3039194250127966,-0.2761621363023375,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0
빈폴_남성스웨터/풀오버,남성의류,남성의류상의,145953,131,19119843,2.176061917914477,-0.2761621363023375,0.0,7.0,24.0,18.0,4.0,1.0,0.0,0.0,0.0,5.0,14.0,18.0,7.0,0.0,0.0,0.0,33.0,31.0,100.0,8.0,1.0,9.0,9.0,1.0,1.0,5.0,21.0,4.0,3.0,4.0,3.0,8.0,4.0,49.0,1.0
시리즈_남성스웨터/풀오버,남성의류,남성의류상의,107157,127,13608939,-0.2915774303488559,-0.2761621363023375,0.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,19.0,3.0,0.0,0.0,0.0,37.0,36.0,91.0,14.0,3.0,4.0,8.0,4.0,2.0,6.0,14.0,7.0,6.0,0.0,0.0,4.0,5.0,50.0,0.0
써스데이아일랜드_남성스웨터/풀오버,남성의류,남성의류상의,48043,488,23444984,1.0595077241181636,-0.2761621363023375,0.0,7.0,105.0,205.0,47.0,1.0,1.0,0.0,0.0,0.0,2.0,19.0,3.0,1.0,0.0,0.0,96.0,89.0,398.0,48.0,12.0,12.0,22.0,4.0,13.0,17.0,103.0,17.0,27.0,19.0,5.0,28.0,20.0,137.0,3.0
에피그램_남성스웨터/풀오버,남성의류,남성의류상의,147133,6,882798,0.7792354871652065,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
커스텀멜로우_남성스웨터/풀오버,남성의류,남성의류상의,61300,8,490400,-0.2915774303488559,-0.2761621363023375,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
킨록_남성스웨터/풀오버,남성의류,남성의류상의,39741,54,2146014,-0.2915774303488559,-0.2761621363023375,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,1.0,1.0,0.0,0.0,13.0,12.0,42.0,2.0,0.0,1.0,5.0,2.0,1.0,3.0,11.0,0.0,1.0,1.0,1.0,1.0,2.0,23.0,0.0
타미힐피거_남성스웨터/풀오버,남성의류,남성의류상의,104462,114,11908668,-0.07529410260285922,-0.2761621363023375,0.0,10.0,20.0,20.0,6.0,0.0,0.0,0.0,0.0,10.0,12.0,7.0,0.0,0.0,0.0,0.0,29.0,27.0,87.0,13.0,0.0,3.0,3.0,3.0,0.0,7.0,17.0,4.0,1.0,5.0,0.0,6.0,3.0,48.0,1.0
톰브라운_남성스웨터/풀오버,남성의류,남성의류상의,1163000,1,1163000,-0.08659704487207094,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
프레드페리_남성스웨터/풀오버,남성의류,남성의류상의,152887,39,5962593,-0.2576007180020664,-0.2761621363023375,0.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,12.0,27.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0
플랙진_남성스웨터/풀오버,남성의류,남성의류상의,69000,1,69000,-0.2915774303488559,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
헨리코튼_남성스웨터/풀오버,남성의류,남성의류상의,123573,88,10874424,1.0532418888542106,-0.2761621363023375,0.0,6.0,15.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,2.0,0.0,0.0,0.0,36.0,33.0,55.0,7.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,6.0,0.0,2.0,0.0,4.0,0.0,48.0,0.0
헤지스_남성스웨터/풀오버,남성의류,남성의류상의,219000,5,1095000,7.29926475820538,-0.2761621363023375,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
골든구스_남성스웨터/풀오버,남성의류,남성의류상의,123000,1,123000,0.22796417790778617,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
디젤_남성스웨터/풀오버,남성의류,남성의류상의,123488,4,493952,-0.2915774303488559,-0.2761621363023375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
폴로랄프로렌_남성스웨터/풀오버,남성의류,남성의류상의,98000,1,98000,-0.27791207131707024,-0.2761621363023375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
프라다_남성스웨터/풀오버,남성의류,남성의류상의,243000,1,243000,-0.2915774303488559,-0.2761621363023375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
갤럭시_남성티셔츠,남성의류,남성의류상의,124618,11,1370798,-0.2915774303488559,6.7260712163049,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0
게스_남성티셔츠,남성의류,남성의류상의,27275,16772,457456300,0.5511943840376634,6.7260712163049,65.0,854.0,3141.0,5115.0,532.0,49.0,12.0,0.0,19.0,168.0,855.0,964.0,128.0,12.0,17.0,0.0,4080.0,3858.0,6076.5,1783.0,325.0,590.0,747.0,336.0,209.0,431.0,2584.0,594.0,741.0,633.0,122.0,689.0,610.0,5397.0,220.0
꼼데가르송_남성티셔츠,남성의류,남성의류상의,166625,16,2666000,-0.2915774303488559,6.7260712163049,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,14.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0
내셔널지오그래픽_남성티셔츠,남성의류,남성의류상의,44613,2240,99933120,-0.2915774303488559,6.7260712163049,67.0,308.0,462.0,358.0,22.0,13.0,8.0,0.0,28.0,121.0,202.0,134.0,19.0,3.0,3.0,0.0,390.0,360.0,889.0,272.0,51.0,76.0,90.0,68.0,60.0,49.0,299.0,114.0,109.0,68.0,17.0,103.0,58.0,679.0,25.0
라코스테_남성티셔츠,남성의류,남성의류상의,97113,6087,591126831,6.421080452318955,6.7260712163049,12.0,546.0,1572.0,997.0,175.0,21.0,3.0,0.0,13.0,298.0,838.0,376.0,44.0,10.0,2.0,0.0,1134.0,1001.0,2520.0,733.0,197.0,198.0,202.0,164.0,122.0,151.0,741.0,237.0,290.0,216.0,99.0,330.0,158.0,2124.0,79.0
